Round,AI Rank,State,Institute,Course,Quota,Category,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,
1,1,Delhi,"ABVIMS (Dr RML Hosp), Delhi",GENERAL MEDICINE,AIQ,GEN,"? 51,000","? 136,008",1,"? 2,000,000",1626,
1,2,Kerala,"Govt Med Coll, Kozhikode",GENERAL MEDICINE,AIQ,GEN,"?69,470","? 57,876",1,"?50,00,000",3025,
1,3,Delhi,"ABVIMS (Dr RML Hosp), Delhi",GENERAL MEDICINE,AIQ,GEN,"? 51,000","? 136,008",1,"? 2,000,000",1626,
1,4,Delhi,"VMMC, Delhi",RADIO DIAGNOSIS,AIQ,GEN,"?15,000","?1,20,965",1,"? 2,000,000",1550,
1,5,Delhi,"ABVIMS (Dr RML Hosp), Delhi",GENERAL MEDICINE,AIQ,GEN,"? 51,000","? 136,008",1,"? 2,000,000",1626,
1,6,Delhi,"ABVIMS (Dr RML Hosp), Delhi",GENERAL MEDICINE,AIQ,GEN,"? 51,000","? 136,008",1,"? 2,000,000",1626,
1,7,Delhi,"ABVIMS (Dr RML Hosp), Delhi",GENERAL MEDICINE,AIQ,GEN,"? 51,000","? 136,008",1,"? 2,000,000",1626,
1,8,Karnataka,"Bangalore Med Coll, Bangalore",GENERAL MEDICINE,AIQ,GEN,"?1,23,400","? 56,250",1,"?50,00,000",1993,
1,9,Tamil Nadu,"Madras Med Coll, Chennai",GENERAL MEDICINE,AIQ,GEN,"?50,000","?54,025",2,"?40,00,000",7285,
1,10,Delhi,"ABVIMS (Dr RML Hosp), Delhi",GENERAL MEDICINE,AIQ,GEN,"? 51,000","? 136,008",1,"? 2,000,000",1626,
1,11,Delhi,"VMMC, Delhi",RADIO DIAGNOSIS,AIQ,GEN,"?15,000","?1,20,965",1,"? 2,000,000",1550,
1,12,Tamil Nadu,"Madras Med Coll, Chennai",OBG,AIQ,GEN,"?50,000","?54,025",2,"?40,00,000",7285,
1,13,Punjab,"Govt Med Coll, Patiala",GENERAL MEDICINE,AIQ,GEN,"?1,25,000","?76,000",2,"?20,00,000",1130,
1,14,Delhi,"VMMC, Delhi",OBG,AIQ,GEN,"?15,000","?1,20,965",1,"? 2,000,000",1550,
1,15,Delhi,"ABVIMS (Dr RML Hosp), Delhi",GENERAL MEDICINE,AIQ,GEN,"? 51,000","? 136,008",1,"? 2,000,000",1626,
1,16,Telangana,"NIMS, Hyderabad",GENERAL MEDICINE,AIQ,GEN,"?72,000","? 116,844",1,"? 2,000,000",1498,
1,17,Gujarat,"BJMC, Ahmedabad",RADIO DIAGNOSIS,AIQ,GEN,"?30,000","? 100,800",1,"?40,00,000",1557,
1,18,Rajasthan,"SMS, Jaipur",RADIO DIAGNOSIS,AIQ,GEN,"?14,093","?87,216",2,"? 15,000,000",5702,
1,19,Gujarat,"BJMC, Ahmedabad",GENERAL MEDICINE,AIQ,GEN,"?30,000","? 100,800",1,"?40,00,000",1557,
1,20,Kerala,"Govt Med Coll, Kozhikode",DERMATOLOGY,AIQ,GEN,"?69,470","? 57,876",1,"?50,00,000",3025,
1,21,Delhi,"VMMC, Delhi",RADIO DIAGNOSIS,AIQ,GEN,"?15,000","?1,20,965",1,"? 2,000,000",1550,
1,22,Telangana,"Osmania Med Coll, Hyderabad",GENERAL SURGERY,AIQ,GEN,"?15,000","? 67,032",1,"? 2,000,000",4800,
1,23,Delhi,"VMMC, Delhi",RADIO DIAGNOSIS,AIQ,GEN,"?15,000","?1,20,965",1,"? 2,000,000",1550,
1,24,Maharashtra,"Seth GS, Mumbai",RADIO DIAGNOSIS,AIQ,GEN,"?1,57,100","? 93,559",1,"? 5,000,000",2250,
1,25,Delhi,"VMMC, Delhi",RADIO DIAGNOSIS,AIQ,GEN,"?15,000","?1,20,965",1,"? 2,000,000",1550,
1,26,Karnataka,"Bangalore Med Coll, Bangalore",GENERAL MEDICINE,AIQ,GEN,"?1,23,400","? 56,250",1,"?50,00,000",1993,
1,27,Odisha,"SCB, Cuttack",GENERAL MEDICINE,AIQ,GEN,"?35,000","? 73,042",2,"?55,09,464",2106,
1,28,Tamil Nadu,"Madras Med Coll, Chennai",RADIO DIAGNOSIS,AIQ,GEN,"?50,000","?54,025",2,"?40,00,000",7285,
1,29,Delhi,"ABVIMS (Dr RML Hosp), Delhi",DERMATOLOGY,AIQ,GEN,"? 51,000","? 136,008",1,"? 2,000,000",1626,
1,30,Delhi,"VMMC, Delhi",GENERAL MEDICINE,AIQ,GEN,"?15,000","?1,20,965",1,"? 2,000,000",1550,
1,31,Telangana,"NIMS, Hyderabad",GENERAL MEDICINE,AIQ,OBC,"?72,000","? 116,844",1,"? 2,000,000",1498,
1,32,Uttar Pradesh,"SGPGI, Lucknow",NUCLEAR MEDICINE,AIQ,GEN,"?35,000","? 115,506",2,"?40,00,000",1609,
1,33,Gujarat,"BJMC, Ahmedabad",GENERAL MEDICINE,AIQ,GEN,"?30,000","? 100,800",1,"?40,00,000",1557,
1,34,Delhi,"MAMC, Delhi",GENERAL MEDICINE,AIQ,GEN,"?16,200","?1,32,336",1,"? 2,000,000",2800,
1,35,Kerala,"Govt Med Coll, Kozhikode",RADIO DIAGNOSIS,AIQ,GEN,"?69,470","? 57,876",1,"?50,00,000",3025,
1,36,Delhi,"Lady Hardinge, Delhi",PAEDIATRICS,AIQ,GEN,"?16,200","?1,26,927",1,"? 2,000,000",877,
1,37,Delhi,"VMMC, Delhi",GENERAL MEDICINE,AIQ,GEN,"?15,000","?1,20,965",1,"? 2,000,000",1550,
1,38,Delhi,"VMMC, Delhi",RADIO DIAGNOSIS,AIQ,OBC,"?15,000","?1,20,965",1,"? 2,000,000",1550,
1,39,Chandigarh,"GMC, Chandigarh",RADIO DIAGNOSIS,AIQ,GEN,"?34,500","?1,09,926",0,? 0,967,
1,40,Delhi,"VMMC, Delhi",GENERAL MEDICINE,AIQ,GEN,"?15,000","?1,20,965",1,"? 2,000,000",1550,
1,41,Delhi,"VMMC, Delhi",RADIO DIAGNOSIS,AIQ,EWS,"?15,000","?1,20,965",1,"? 2,000,000",1550,
1,42,Delhi,"MAMC, Delhi",RADIO DIAGNOSIS,AIQ,GEN,"?16,200","?1,32,336",1,"? 2,000,000",2800,
1,44,Maharashtra,"Seth GS, Mumbai",GENERAL MEDICINE,AIQ,GEN,"?1,57,100","? 93,559",1,"? 5,000,000",2250,
1,45,Delhi,"MAMC, Delhi",GENERAL MEDICINE,AIQ,GEN,"?16,200","?1,32,336",1,"? 2,000,000",2800,
1,46,Delhi,"MAMC, Delhi",RADIO DIAGNOSIS,AIQ,GEN,"?16,200","?1,32,336",1,"? 2,000,000",2800,
1,47,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",GENERAL MEDICINE,AIQ,GEN,"?1,57,100","? 93,559",1,"? 5,000,000",1462,
1,48,Delhi,"VMMC, Delhi",GENERAL MEDICINE,AIQ,GEN,"?15,000","?1,20,965",1,"? 2,000,000",1550,
1,49,Delhi,"VMMC, Delhi",RADIO DIAGNOSIS,AIQ,OBC,"?15,000","?1,20,965",1,"? 2,000,000",1550,
1,50,Karnataka,"Bangalore Med Coll, Bangalore",RADIO DIAGNOSIS,AIQ,GEN,"?1,23,400","? 56,250",1,"?50,00,000",1993,
1,51,Delhi,"MAMC, Delhi",GENERAL MEDICINE,AIQ,GEN,"?16,200","?1,32,336",1,"? 2,000,000",2800,
1,52,Delhi,"ABVIMS (Dr RML Hosp), Delhi",GENERAL SURGERY,AIQ,GEN,"? 51,000","? 136,008",1,"? 2,000,000",1626,
1,53,Delhi,"MAMC, Delhi",RADIO DIAGNOSIS,AIQ,GEN,"?16,200","?1,32,336",1,"? 2,000,000",2800,
1,54,Delhi,"VMMC, Delhi",ORTHOPAEDICS,AIQ,GEN,"?15,000","?1,20,965",1,"? 2,000,000",1550,
1,55,Delhi,"ABVIMS (Dr RML Hosp), Delhi",GENERAL MEDICINE,AIQ,EWS,"? 51,000","? 136,008",1,"? 2,000,000",1626,
1,56,Delhi,"Lady Hardinge, Delhi",OBG,AIQ,GEN,"?16,200","?1,26,927",1,"? 2,000,000",877,
1,57,Delhi,"MAMC, Delhi",RADIO DIAGNOSIS,AIQ,GEN,"?16,200","?1,32,336",1,"? 2,000,000",2800,
1,58,Maharashtra,"Seth GS, Mumbai",RADIO DIAGNOSIS,AIQ,GEN,"?1,57,100","? 93,559",1,"? 5,000,000",2250,
1,59,Telangana,"Osmania Med Coll, Hyderabad",RADIO DIAGNOSIS,AIQ,GEN,"?15,000","? 67,032",1,"? 2,000,000",4800,
1,60,Delhi,"MAMC, Delhi",RADIO DIAGNOSIS,AIQ,GEN,"?16,200","?1,32,336",1,"? 2,000,000",2800,
1,61,Delhi,"MAMC, Delhi",GENERAL MEDICINE,AIQ,GEN,"?16,200","?1,32,336",1,"? 2,000,000",2800,
1,62,Delhi,"MAMC, Delhi",GENERAL MEDICINE,AIQ,GEN,"?16,200","?1,32,336",1,"? 2,000,000",2800,
1,63,Maharashtra,"Seth GS, Mumbai",RADIO DIAGNOSIS,AIQ,OBC,"?1,57,100","? 93,559",1,"? 5,000,000",2250,
1,64,Delhi,"ABVIMS (Dr RML Hosp), Delhi",GENERAL MEDICINE,IP,GEN,"? 51,000","? 136,008",1,"? 2,000,000",1626,
1,65,Gujarat,"BJMC, Ahmedabad",GENERAL MEDICINE,AIQ,GEN,"?30,000","? 100,800",1,"?40,00,000",1557,
1,66,Maharashtra,"Seth GS, Mumbai",GENERAL MEDICINE,AIQ,GEN,"?1,57,100","? 93,559",1,"? 5,000,000",2250,
1,67,Tamil Nadu,"Madras Med Coll, Chennai",GENERAL MEDICINE,AIQ,GEN,"?50,000","?54,025",2,"?40,00,000",7285,
1,68,Rajasthan,"SMS, Jaipur",RADIO DIAGNOSIS,AIQ,GEN,"?14,093","?87,216",2,"? 15,000,000",5702,
1,69,Maharashtra,"Govt Med Coll, Nagpur",GENERAL MEDICINE,AIQ,GEN,"?1,57,100","? 93,559",1,"? 5,000,000",1866,
1,70,Delhi,"ABVIMS (Dr RML Hosp), Delhi",RADIO DIAGNOSIS,AIQ,GEN,"? 51,000","? 136,008",1,"? 2,000,000",1626,
1,71,Kerala,"Govt Med Coll, Kottayam",GENERAL MEDICINE,AIQ,GEN,"?69,470","? 57,876",1,"?50,00,000",2094,
1,72,Delhi,"ABVIMS (Dr RML Hosp), Delhi",RADIO DIAGNOSIS,AIQ,GEN,"? 51,000","? 136,008",1,"? 2,000,000",1626,
1,73,Delhi,"ABVIMS (Dr RML Hosp), Delhi",RADIO DIAGNOSIS,AIQ,GEN,"? 51,000","? 136,008",1,"? 2,000,000",1626,
1,74,Delhi,"VMMC, Delhi",GENERAL MEDICINE,AIQ,GEN,"?15,000","?1,20,965",1,"? 2,000,000",1550,
1,75,Delhi,"Lady Hardinge, Delhi",GENERAL MEDICINE,AIQ,GEN,"?16,200","?1,26,927",1,"? 2,000,000",877,
1,76,Telangana,"Osmania Med Coll, Hyderabad",GENERAL MEDICINE,AIQ,GEN,"?15,000","? 67,032",1,"? 2,000,000",4800,
1,77,Delhi,"Lady Hardinge, Delhi",GENERAL MEDICINE,AIQ,GEN,"?16,200","?1,26,927",1,"? 2,000,000",877,
1,78,Delhi,"MAMC, Delhi",RADIO DIAGNOSIS,AIQ,OBC,"?16,200","?1,32,336",1,"? 2,000,000",2800,
1,79,Kerala,"Govt Med Coll, Kozhikode",RADIO DIAGNOSIS,AIQ,GEN,"?69,470","? 57,876",1,"?50,00,000",3025,
1,80,Karnataka,"Bangalore Med Coll, Bangalore",RADIO DIAGNOSIS,AIQ,GEN,"?1,23,400","? 56,250",1,"?50,00,000",1993,
1,81,Delhi,"MAMC, Delhi",RADIO DIAGNOSIS,AIQ,OBC,"?16,200","?1,32,336",1,"? 2,000,000",2800,
1,82,Karnataka,"Bangalore Med Coll, Bangalore",GENERAL MEDICINE,AIQ,GEN,"?1,23,400","? 56,250",1,"?50,00,000",1993,
1,83,Delhi,"Lady Hardinge, Delhi",GENERAL MEDICINE,AIQ,GEN,"?16,200","?1,26,927",1,"? 2,000,000",877,
1,84,Delhi,"VMMC, Delhi",RADIO DIAGNOSIS,IP,GEN,"?15,000","?1,20,965",1,"? 2,000,000",1550,
1,85,Gujarat,"BJMC, Ahmedabad",RADIO DIAGNOSIS,AIQ,GEN,"?30,000","? 100,800",1,"?40,00,000",1557,
1,86,Delhi,"MAMC, Delhi",RADIO DIAGNOSIS,AIQ,EWS,"?16,200","?1,32,336",1,"? 2,000,000",2800,
1,87,Kerala,"Govt Med Coll, Kozhikode",RADIO DIAGNOSIS,AIQ,OBC,"?69,470","? 57,876",1,"?50,00,000",3025,
1,88,Kerala,"Govt Med Coll, Kozhikode",GENERAL MEDICINE,AIQ,GEN,"?69,470","? 57,876",1,"?50,00,000",3025,
1,89,Delhi,"VMMC, Delhi",GENERAL MEDICINE,AIQ,EWS,"?15,000","?1,20,965",1,"? 2,000,000",1550,
1,90,Telangana,"NIMS, Hyderabad",RADIO DIAGNOSIS,AIQ,GEN,"?72,000","? 116,844",1,"? 2,000,000",1498,
1,91,Delhi,"VMMC, Delhi",DERMATOLOGY,AIQ,GEN,"?15,000","?1,20,965",1,"? 2,000,000",1550,
1,92,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",GENERAL MEDICINE,AIQ,GEN,"?1,57,100","? 93,559",1,"? 5,000,000",1462,
1,93,Maharashtra,"Seth GS, Mumbai",GENERAL MEDICINE,AIQ,GEN,"?1,57,100","? 93,559",1,"? 5,000,000",2250,
1,94,Delhi,"MAMC, Delhi",RADIO DIAGNOSIS,AIQ,OBC,"?16,200","?1,32,336",1,"? 2,000,000",2800,
1,95,Maharashtra,"Grant Med Coll, Mumbai",GENERAL SURGERY,AIQ,GEN,"?1,57,100","? 93,559",1,"? 5,000,000",2844,
1,96,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",RADIO DIAGNOSIS,AIQ,GEN,"?1,57,100","? 93,559",1,"? 5,000,000",1462,
1,98,Telangana,"NIMS, Hyderabad",RADIO DIAGNOSIS,AIQ,GEN,"?72,000","? 116,844",1,"? 2,000,000",1498,
1,99,Delhi,"MAMC, Delhi",GENERAL MEDICINE,AIQ,EWS,"?16,200","?1,32,336",1,"? 2,000,000",2800,
1,100,Uttar Pradesh,"SGPGI, Lucknow",RADIO DIAGNOSIS,AIQ,GEN,"?35,000","? 115,506",2,"?40,00,000",1609,
1,101,Kerala,"Medical College, Trivandrum",RADIO DIAGNOSIS,AIQ,GEN,"?69,470","? 57,876",1,"?50,00,000",2126,
1,102,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",DERMATOLOGY,AIQ,GEN,"?1,57,100","? 93,559",1,"? 5,000,000",1462,
1,104,Uttar Pradesh,"SGPGI, Lucknow",RADIO DIAGNOSIS,AIQ,GEN,"?35,000","? 115,506",2,"?40,00,000",1609,
1,105,Delhi,"MAMC, Delhi",GENERAL MEDICINE,DU,GEN,"?16,200","?1,32,336",1,"? 2,000,000",2800,
1,107,Chandigarh,"GMC, Chandigarh",GENERAL MEDICINE,AIQ,GEN,"?34,500","?1,09,926",0,? 0,967,
1,108,Delhi,"Lady Hardinge, Delhi",RADIO DIAGNOSIS,AIQ,GEN,"?16,200","?1,26,927",1,"? 2,000,000",877,
1,109,Tamil Nadu,"Madras Med Coll, Chennai",GENERAL MEDICINE,AIQ,GEN,"?50,000","?54,025",2,"?40,00,000",7285,
1,110,Delhi,"MAMC, Delhi",GENERAL SURGERY,AIQ,GEN,"?16,200","?1,32,336",1,"? 2,000,000",2800,
1,112,Delhi,"ABVIMS (Dr RML Hosp), Delhi",GENERAL MEDICINE,AIQ,OBC,"? 51,000","? 136,008",1,"? 2,000,000",1626,
1,113,Uttar Pradesh,"JNMC (AMU), Aligarh",RADIO DIAGNOSIS,AIQ,GEN,"?54,700","?1,14,975",0,? 0,1269,
1,114,Kerala,"Govt Med Coll, Thrissur",GENERAL MEDICINE,AIQ,GEN,"?69,470","? 57,876",1,"?50,00,000",1400,
1,115,Delhi,"MAMC, Delhi",GENERAL MEDICINE,DU,GEN,"?16,200","?1,32,336",1,"? 2,000,000",2800,
1,116,Delhi,"UCMS, Delhi",RADIO DIAGNOSIS,AIQ,GEN,"?47,220","?1,32,336",1,"? 2,000,000",1000,
1,117,Tamil Nadu,"Madras Med Coll, Chennai",PAEDIATRICS,AIQ,GEN,"?50,000","?54,025",2,"?40,00,000",7285,
1,118,Kerala,"Medical College, Trivandrum",RADIO DIAGNOSIS,AIQ,GEN,"?69,470","? 57,876",1,"?50,00,000",2126,
1,119,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",GENERAL MEDICINE,AIQ,GEN,"?1,57,100","? 93,559",1,"? 5,000,000",1462,
1,120,Uttar Pradesh,"IMS(BHU), Varanasi",RADIO DIAGNOSIS,AIQ,GEN,"?48,226","?1,12,054",0,? 0,2424,
1,121,Delhi,"Lady Hardinge, Delhi",PAEDIATRICS,AIQ,GEN,"?16,200","?1,26,927",1,"? 2,000,000",877,
1,122,Maharashtra,"Grant Med Coll, Mumbai",RADIO DIAGNOSIS,AIQ,GEN,"?1,57,100","? 93,559",1,"? 5,000,000",2844,
1,123,Delhi,"MAMC, Delhi",GENERAL SURGERY,AIQ,GEN,"?16,200","?1,32,336",1,"? 2,000,000",2800,
1,124,Uttar Pradesh,"IMS(BHU), Varanasi",GENERAL MEDICINE,AIQ,GEN,"?48,226","?1,12,054",0,? 0,2424,
1,125,Maharashtra,"Seth GS, Mumbai",GENERAL MEDICINE,AIQ,GEN,"?1,57,100","? 93,559",1,"? 5,000,000",2250,
1,126,Delhi,"MAMC, Delhi",GENERAL MEDICINE,DU,GEN,"?16,200","?1,32,336",1,"? 2,000,000",2800,
1,127,Kerala,"Govt Med Coll, Kozhikode",RADIO DIAGNOSIS,AIQ,EWS,"?69,470","? 57,876",1,"?50,00,000",3025,
1,129,Kerala,"Govt Med Coll, Kozhikode",GENERAL MEDICINE,AIQ,GEN,"?69,470","? 57,876",1,"?50,00,000",3025,
1,131,Telangana,"NIMS, Hyderabad",RADIO DIAGNOSIS,AIQ,OBC,"?72,000","? 116,844",1,"? 2,000,000",1498,
1,132,Kerala,"Govt Med Coll, Kozhikode",GENERAL MEDICINE,AIQ,OBC,"?69,470","? 57,876",1,"?50,00,000",3025,
1,133,Maharashtra,"Seth GS, Mumbai",RADIO DIAGNOSIS,AIQ,OBC,"?1,57,100","? 93,559",1,"? 5,000,000",2250,
1,134,Rajasthan,"SMS, Jaipur",GENERAL MEDICINE,AIQ,GEN,"?14,093","?87,216",2,"? 15,000,000",5702,
1,135,Rajasthan,"SMS, Jaipur",RADIO DIAGNOSIS,AIQ,GEN,"?14,093","?87,216",2,"? 15,000,000",5702,
1,136,Andhra Pradesh,"Andhra Med Coll, Vizag",GENERAL MEDICINE,AIQ,GEN,"?30,000","? 60,823",0,?0,1030,
1,137,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",RADIO DIAGNOSIS,AIQ,GEN,"?1,57,100","? 93,559",1,"? 5,000,000",1462,
1,138,Kerala,"Govt Med Coll, Kozhikode",GENERAL MEDICINE,AIQ,OBC,"?69,470","? 57,876",1,"?50,00,000",3025,
1,139,Delhi,"Sir Ganga Ram Hospital, Delhi",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"? 125,000","? 92,000",0,? 0,737,
1,140,Gujarat,"BJMC, Ahmedabad",RADIO DIAGNOSIS,AIQ,GEN,"?30,000","? 100,800",1,"?40,00,000",1557,
1,141,Delhi,"MAMC, Delhi",GENERAL MEDICINE,DU,GEN,"?16,200","?1,32,336",1,"? 2,000,000",2800,
1,142,Delhi,"VMMC, Delhi",DERMATOLOGY,AIQ,GEN,"?15,000","?1,20,965",1,"? 2,000,000",1550,
1,143,Maharashtra,"Grant Med Coll, Mumbai",RADIO DIAGNOSIS,AIQ,GEN,"?1,57,100","? 93,559",1,"? 5,000,000",2844,
1,144,Tamil Nadu,"Madras Med Coll, Chennai",RADIO DIAGNOSIS,AIQ,GEN,"?50,000","?54,025",2,"?40,00,000",7285,
1,145,Maharashtra,"Grant Med Coll, Mumbai",RADIO DIAGNOSIS,AIQ,GEN,"?1,57,100","? 93,559",1,"? 5,000,000",2844,
1,146,Telangana,"Osmania Med Coll, Hyderabad",GENERAL MEDICINE,AIQ,GEN,"?15,000","? 67,032",1,"? 2,000,000",4800,
1,147,Delhi,"Lady Hardinge, Delhi",GENERAL MEDICINE,DU,GEN,"?16,200","?1,26,927",1,"? 2,000,000",877,
1,148,Delhi,"ABVIMS (Dr RML Hosp), Delhi",GENERAL MEDICINE,IP,GEN,"? 51,000","? 136,008",1,"? 2,000,000",1626,
1,149,Delhi,"ABVIMS (Dr RML Hosp), Delhi",RADIO DIAGNOSIS,AIQ,OBC,"? 51,000","? 136,008",1,"? 2,000,000",1626,
1,150,Uttar Pradesh,"IMS(BHU), Varanasi",GENERAL MEDICINE,AIQ,GEN,"?48,226","?1,12,054",0,? 0,2424,
1,151,Telangana,"NIMS, Hyderabad",GENERAL MEDICINE,AIQ,OBC,"?72,000","? 116,844",1,"? 2,000,000",1498,
1,152,Telangana,"Osmania Med Coll, Hyderabad",RADIO DIAGNOSIS,AIQ,GEN,"?15,000","? 67,032",1,"? 2,000,000",4800,
1,153,Tamil Nadu,"Madras Med Coll, Chennai",RADIO DIAGNOSIS,AIQ,GEN,"?50,000","?54,025",2,"?40,00,000",7285,
1,154,Uttar Pradesh,"IMS(BHU), Varanasi",GENERAL MEDICINE,AIQ,GEN,"?48,226","?1,12,054",0,? 0,2424,
1,155,West Bengal,"IPGMER, Kolkata",RADIO DIAGNOSIS,AIQ,GEN,"?12,000","? 61,634",3,"?30,00,000",2300,
1,156,Tamil Nadu,"Madras Med Coll, Chennai",RADIO DIAGNOSIS,AIQ,GEN,"?50,000","?54,025",2,"?40,00,000",7285,
1,157,Telangana,"NIMS, Hyderabad",GENERAL MEDICINE,AIQ,SC,"?72,000","? 116,844",1,"? 2,000,000",1498,
1,158,Delhi,"UCMS, Delhi",RADIO DIAGNOSIS,AIQ,GEN,"?47,220","?1,32,336",1,"? 2,000,000",1000,
1,160,Uttar Pradesh,"IMS(BHU), Varanasi",GENERAL MEDICINE,AIQ,GEN,"?48,226","?1,12,054",0,? 0,2424,
1,161,Haryana,"Pt BD Sharma, Rohtak",GENERAL MEDICINE,AIQ,GEN,"?1,25,000","?1,04,346",0,?0,2080,
1,162,Karnataka,"Bangalore Med Coll, Bangalore",GENERAL MEDICINE,AIQ,GEN,"?1,23,400","? 56,250",1,"?50,00,000",1993,
1,163,Delhi,"ABVIMS (Dr RML Hosp), Delhi",RADIO DIAGNOSIS,AIQ,EWS,"? 51,000","? 136,008",1,"? 2,000,000",1626,
1,164,Delhi,"UCMS, Delhi",GENERAL MEDICINE,AIQ,GEN,"?47,220","?1,32,336",1,"? 2,000,000",1000,
1,166,Delhi,"UCMS, Delhi",RADIO DIAGNOSIS,AIQ,GEN,"?47,220","?1,32,336",1,"? 2,000,000",1000,
1,167,Gujarat,"BJMC, Ahmedabad",GENERAL MEDICINE,AIQ,GEN,"?30,000","? 100,800",1,"?40,00,000",1557,
1,168,Tamil Nadu,"Stanley Med Coll, Chennai",GENERAL MEDICINE,AIQ,GEN,"?50,000","?54,025",2,"?40,00,000",1661,
1,169,Kerala,"Govt Med Coll, Kottayam",GENERAL MEDICINE,AIQ,GEN,"?69,470","? 57,876",1,"?50,00,000",2094,
1,170,Gujarat,"BJMC, Ahmedabad",GENERAL MEDICINE,AIQ,GEN,"?30,000","? 100,800",1,"?40,00,000",1557,
1,171,Tamil Nadu,"Madras Med Coll, Chennai",OBG,AIQ,GEN,"?50,000","?54,025",2,"?40,00,000",7285,
1,172,Delhi,"VMMC, Delhi",GENERAL SURGERY,AIQ,GEN,"?15,000","?1,20,965",1,"? 2,000,000",1550,
1,173,Telangana,"Gandhi Med Coll, Secunderabad",GENERAL SURGERY,AIQ,GEN,"?15,000","? 67,032",1,"? 2,000,000",1200,
1,174,Telangana,"Gandhi Med Coll, Secunderabad",GENERAL MEDICINE,AIQ,GEN,"?15,000","? 67,032",1,"? 2,000,000",1200,
1,175,Delhi,"VMMC, Delhi",RADIO DIAGNOSIS,IP,GEN,"?15,000","?1,20,965",1,"? 2,000,000",1550,
1,176,Uttar Pradesh,"IMS(BHU), Varanasi",GENERAL MEDICINE,AIQ,GEN,"?48,226","?1,12,054",0,? 0,2424,
1,177,Rajasthan,"SMS, Jaipur",GENERAL MEDICINE,AIQ,GEN,"?14,093","?87,216",2,"? 15,000,000",5702,
1,178,Delhi,"ABVIMS (Dr RML Hosp), Delhi",RADIO DIAGNOSIS,AIQ,OBC,"? 51,000","? 136,008",1,"? 2,000,000",1626,
1,179,Uttar Pradesh,"IMS(BHU), Varanasi",RADIO DIAGNOSIS,AIQ,GEN,"?48,226","?1,12,054",0,? 0,2424,
1,180,Delhi,"ABVIMS (Dr RML Hosp), Delhi",GENERAL MEDICINE,IP,GEN,"? 51,000","? 136,008",1,"? 2,000,000",1626,
1,181,Maharashtra,"Topiwala, Mumbai",GENERAL MEDICINE,AIQ,GEN,"?1,57,100","? 93,559",1,"? 5,000,000",1300,
1,182,Tamil Nadu,"Madras Med Coll, Chennai",RADIO DIAGNOSIS,AIQ,OBC,"?50,000","?54,025",2,"?40,00,000",7285,
1,183,Kerala,"Medical College, Trivandrum",GENERAL MEDICINE,AIQ,GEN,"?69,470","? 57,876",1,"?50,00,000",2126,
1,184,Kerala,"Govt Med Coll, Kottayam",RADIO DIAGNOSIS,AIQ,GEN,"?69,470","? 57,876",1,"?50,00,000",2094,
1,186,Kerala,"Medical College, Trivandrum",DERMATOLOGY,AIQ,GEN,"?69,470","? 57,876",1,"?50,00,000",2126,
1,187,Delhi,"UCMS, Delhi",RADIO DIAGNOSIS,AIQ,GEN,"?47,220","?1,32,336",1,"? 2,000,000",1000,
1,188,Maharashtra,"Topiwala, Mumbai",GENERAL MEDICINE,AIQ,GEN,"?1,57,100","? 93,559",1,"? 5,000,000",1300,
1,189,Kerala,"Govt Med Coll, Thrissur",RADIO DIAGNOSIS,AIQ,OBC,"?69,470","? 57,876",1,"?50,00,000",1400,
1,190,Uttar Pradesh,"IMS(BHU), Varanasi",RADIO DIAGNOSIS,AIQ,OBC,"?48,226","?1,12,054",0,? 0,2424,
1,191,Bihar,"Patna Med Coll, Patna",RADIO DIAGNOSIS,AIQ,GEN,"?9,000","? 82,000",2,"?25,00,000",1748,
1,192,Delhi,"VMMC, Delhi",GENERAL SURGERY,AIQ,GEN,"?15,000","?1,20,965",1,"? 2,000,000",1550,
1,193,Odisha,"SCB, Cuttack",GENERAL MEDICINE,AIQ,GEN,"?35,000","? 73,042",2,"?55,09,464",2106,
1,194,Odisha,"SCB, Cuttack",GENERAL MEDICINE,AIQ,GEN,"?35,000","? 73,042",2,"?55,09,464",2106,
1,195,Kerala,"Govt Med Coll, Kozhikode",GENERAL MEDICINE,AIQ,OBC,"?69,470","? 57,876",1,"?50,00,000",3025,
1,196,Uttar Pradesh,"IMS(BHU), Varanasi",RADIO DIAGNOSIS,AIQ,EWS,"?48,226","?1,12,054",0,? 0,2424,
1,197,Chandigarh,"GMC, Chandigarh",RADIO DIAGNOSIS,AIQ,EWS,"?34,500","?1,09,926",0,? 0,967,
1,198,West Bengal,"IPGMER, Kolkata",GENERAL MEDICINE,AIQ,GEN,"?12,000","? 61,634",3,"?30,00,000",2300,
1,199,Maharashtra,"Seth GS, Mumbai",PAEDIATRICS,AIQ,GEN,"?1,57,100","? 93,559",1,"? 5,000,000",2250,
1,200,Kerala,"Govt Med Coll, Kottayam",GENERAL MEDICINE,AIQ,GEN,"?69,470","? 57,876",1,"?50,00,000",2094,
